AAPL;MSFT;AMZN;GOOGL;META;BRK-B;JNJ;JPM;V;PG;XOM;VZ;INTC;CSCO;KO;HD;MRK;PFE;DIS;WMT;BA;GS;MMM;AXP;CAT;TRV;MCD;IBM;JPM;NKE;GOOG;TSLA;NVDA;ADBE;NFLX;CRM;PYPL;AVGO;AMGN;TXN
percent/trade;1,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hitrate;0,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Number of trades;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Return;44,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.07.2022;141519,1069;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022;141519,1069;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.07.2022;141519,1069;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.07.2022;141519,1069;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.07.2022;141519,1069;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.07.2022;141519,1069;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022;141519,1069;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.07.2022;141519,1069;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.07.2022;141519,1069;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.07.2022;141519,1069;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.07.2022;141519,1069;0,124393665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.07.2022;141246,6258;0,12270452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.07.2022;140466,6258;0,26413811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.07.2022;142653,9872;0,275421327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.07.2022;141967,0367;0,271915233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.07.2022;144066,4869;0,114852531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.2022;144152,8055;0,115382557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.08.2022;144179,8465;0,115548467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.08.2022;145075,2866;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.08.2022;145075,2866;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.08.2022;145075,2866;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.08.2022;145075,2866;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.08.2022;145075,2866;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.08.2022;145075,2866;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.08.2022;145075,2866;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.08.2022;145075,2866;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.08.2022;145075,2866;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.08.2022;145075,2866;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.08.2022;145075,2866;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.08.2022;145075,2866;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.08.2022;145075,2866;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.08.2022;145075,2866;0,123375804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.08.2022;145134,8061;0,123735306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.08.2022;145374,7458;0,125181573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.08.2022;145660,5668;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.08.2022;145660,5668;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.08.2022;145660,5668;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.08.2022;145660,5668;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.08.2022;145660,5668;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.2022;145660,5668;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.09.2022;145660,5668;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
